EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
1472,Alvarado,Richard,M,Surrey,Dairy Person,Dairy,Surrey,Stores,63.94739889,3.425873758,132.7733698,Stores
1473,Hardin,Vicky,F,Surrey,Dairy Person,Dairy,Surrey,Stores,40.76341984,6.176922737,83.77301342,Stores
1474,Garcia,Alberta,F,Fort St John,Meats Manager,Meats,Fort St John,Stores,48.8769992,2.405569914,127.3722516,Stores
1475,Pineiro,Lola,F,Burnaby,HRIS Analyst,HR Technology,Vancouver,HumanResources,42.31678,17.69256653,65.27648766,HeadOffice
1476,Hebert,Lyle,M,Bella Bella,Store Manager,Store Management,Bella Bella,Stores,31.11181195,4.254467438,0,Stores
1477,Gibson,Dennis,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,49.42173453,5.58563983,66.37530979,Stores
1478,Baker,Kevin,M,Fort St John,Dairy Person,Dairy,Fort St John,Stores,43.81447287,7.445082488,55.51660147,Stores
1479,Hatcher,Debbie,F,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,54.33189518,4.180933263,141.4982522,Stores
1480,Weir,Lisa,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,61.76038,17.69251443,86.67103157,HeadOffice
1481,Short,Raquel,F,Field,Store Manager,Store Management,Cranbrook,Stores,63.00972446,4.180980798,206.8483539,Stores
1482,Loving,David,M,Duncan,Produce Manager,Produce,Quesnel,Stores,61.21578508,2.249187174,116.1338993,Stores
1483,Walters,Mary,F,Williams Lake,Meats Manager,Meats,Williams Lake,Stores,25.79748303,3.403303096,5.364356181,Stores
1484,Vinson,Jack,M,New Westminster,HRIS Analyst,HR Technology,Vancouver,HumanResources,47.64208,7.802021,33.24772776,HeadOffice
1485,Tandy,Genoveva,F,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,37.65633,17.69246234,75.15845628,HeadOffice
1486,Fox,James,M,Surrey,Benefits Admin,Employee Records,Vancouver,HumanResources,41.15682,10.435959,55.31904664,HeadOffice
1487,Peterson,Alexander,M,Vancouver,HRIS Analyst,HR Technology,Vancouver,HumanResources,33.20183201,15.20183201,0,HeadOffice
1488,Orr,Harlan,M,New Westminster,Benefits Admin,Employee Records,Vancouver,HumanResources,48.15581,14.82257293,59.98457265,HeadOffice
1489,Bigham,Gale,F,Victoria,Processed Foods Manager,Processed Foods,Victoria,Stores,46.97137266,4.602201463,63.43560663,Stores
1490,Chambers,Diana,F,Armstrong,Dairy Person,Dairy,Vernon,Stores,47.36789808,3.005763906,105.9357318,Stores
1491,Ho,Marla,F,Castlegar,Store Manager,Store Management,Trail,Stores,23.44283322,3.308135631,12.04024263,Stores
1492,Utley,Holly,F,Sooke,Customer Service Manager,Customer Service,Victoria,Stores,40.48756392,2.986019603,33.8236652,Stores
1493,McCoy,Daren,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,29.19329311,3.155218055,7.036658112,Stores
1494,Weldon,Thomas,M,Victoria,Meat Cutter,Meats,Victoria,Stores,31.06569876,3.762903741,0,Stores
1495,Watson,Sara,F,Vernon,Processed Foods Manager,Processed Foods,Vernon,Stores,37.53321523,2.955732708,38.16330314,Stores
1496,Winter,Lauren,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,47.84428698,6.83927459,74.07066204,Stores
1497,Clark,Ozella,F,New Westminster,Benefits Admin,Employee Records,Vancouver,HumanResources,41.58173,17.69241025,52.09835351,HeadOffice
1498,McKnight,Nanci,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.16356,17.69235815,67.46468364,HeadOffice
1499,Hunley,Jennifer,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47.04805619,4.379648234,101.9259527,Stores
1500,Petty,Kathleen,F,Surrey,Benefits Admin,Employee Records,Vancouver,HumanResources,54.02358,17.69230606,150.626281,HeadOffice
1501,Rosario,George,M,Victoria,Dairy Person,Dairy,Victoria,Stores,51.20913323,5.815293122,103.9698686,Stores
1502,Baez,Gertrude,F,Burns Lake,Store Manager,Store Management,Prince George,Stores,35.33405177,6.826294182,38.65680322,Stores
1503,Jones,Alberto,M,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,29.84333485,3.801733063,17.94165628,Stores
1504,Stalcup,Sarah,F,Ocean Falls,Meat Cutter,Meats,Ocean Falls,Stores,64.80746173,5.715307903,189.8077884,Stores
1505,Longworth,Reginald,M,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,52.13571661,4.620193403,93.82452332,Stores
1506,Carroll,Rodney,M,Vananda,Dairy Person,Dairy,Nanaimo,Stores,46.63036532,5.325399922,79.86886533,Stores
1507,Bryant,Jane,F,Nanaimo,Dairy Person,Dairy,Nanaimo,Stores,37.03561896,7.146647488,92.18883785,Stores
1508,Pierre,Stephen,M,Haney,Cashier,Customer Service,Haney,Stores,49.53324083,5.248608539,102.764077,Stores
1509,Hall,Lillian,F,Alexis Creek,Dairy Person,Dairy,Williams Lake,Stores,46.33959139,4.835567386,111.4056818,Stores
1510,Eaton,Margaret,F,Fort Nelson,Meat Cutter,Meats,Fort Nelson,Stores,36.09559187,4.9139477,51.3980276,Stores
1511,Delagarza,Arthur,M,Richmond,Dairy Person,Dairy,Richmond,Stores,37.57064577,3.482237059,12.27249277,Stores
1512,Eaton,Mario,M,Parson,Meats Manager,Meats,Cranbrook,Stores,34.05792489,4.411365722,0,Stores
1513,Wilson,Marci,F,Richmond,Store Manager,Store Management,Richmond,Stores,3.504742504,4.67873141,0,Stores
1514,Thomas,William,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,39.11051662,5.44525565,2.097457274,Stores
1515,Beeman,Joseph,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,26.49426529,2.653254105,0,Stores
1516,Naquin,Christina,F,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,35.69225396,17.69225396,0,HeadOffice
1517,Morgan,Steven,M,Chilliwack,Compensation Analyst,Compensation,Vancouver,HumanResources,46.57147,14.44331384,69.0022534,HeadOffice
1518,Davis,Amanda,F,Fraser Lake,Dairy Person,Dairy,Prince George,Stores,50.5183344,4.199432396,162.5870192,Stores
1519,Guerrero,Theodore,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,55.35519238,6.901827666,76.45006398,Stores
1520,Whitaker,Kelly,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,50.71732512,4.207988296,66.85704382,Stores
1521,Maloney,Allen,M,Port Alberni,Dairy Person,Dairy,Nanaimo,Stores,32.94028258,4.73745268,0,Stores
1522,Coleman,Rhonda,F,Penticton,Customer Service Manager,Customer Service,Kelowna,Stores,30.56273172,3.148724399,22.30228931,Stores
1523,Sims,John,M,North Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39.06857,14.06405475,36.25433737,HeadOffice
1524,Wilson,Kathryn,F,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,36.48114,11.941126,0,HeadOffice
1525,Lucas,Frances,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,52.53472684,4.965399373,124.4174646,Stores
1526,Walls,Mary,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,34.54434356,2.78118643,40.54624038,Stores
1527,Jackson,Joyce,F,Iskut,Dairy Person,Dairy,Terrace,Stores,58.55288406,2.923031327,122.1279087,Stores
1528,Godin,David,M,Victoria,Meat Cutter,Meats,Victoria,Stores,54.19406321,3.634907881,111.3969266,Stores
1529,Skaggs,Walter,M,Vancouver,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,37.58771,12.8691928,0,HeadOffice
1530,Chen,Jeanette,F,Vernon,Customer Service Manager,Customer Service,Vernon,Stores,36.28255485,4.004739308,62.10166491,Stores
1531,Ladner,Stephanie,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,21.69947728,5.813902216,0,Stores
1532,Kelly,Brian,M,Seton Portage,Dairy Person,Dairy,Kamloops,Stores,43.56667402,5.387850381,67.07774081,Stores
1533,Wheeler,Frances,F,Burnaby,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50.49203,1,95.25419977,HeadOffice
1534,White,Dolores,F,Cranbrook,Produce Manager,Produce,Cranbrook,Stores,53.93712455,2.712698453,56.37950642,Stores
1535,Shapiro,Edmond,M,Richmond,Accounts Receiveable Clerk,Accounts Receiveable,Vancouver,FinanceAndAccounting,50.35583,11.292913,43.88459795,HeadOffice
1536,Abbott,Monty,M,Avola,Processed Foods Manager,Processed Foods,Kamloops,Stores,19.1805642,4.544612621,0,Stores
1537,Sims,Dorothy,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,54.35985612,4.753459788,109.2038931,Stores
1538,Royal,Shirley,F,New Westminster,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,37.58771,3.567056,0,HeadOffice
1539,Hammond,Christopher,M,Surrey,Dairy Person,Dairy,Surrey,Stores,48.92708862,3.006986995,143.8674774,Stores
1540,Sousa,Roger,M,Rock Creek,Dairy Person,Dairy,Kelowna,Stores,56.79286267,3.903631072,76.91005608,Stores
1541,Trudel,Barbara,F,Vernon,Meat Cutter,Meats,Vernon,Stores,41.10283822,7.222626801,30.91999929,Stores
1542,Hinds,Maricela,F,Kimberley,Bakery Manager,Bakery,Cranbrook,Stores,51.08854833,3.513811442,149.3435972,Stores
1543,Tinsley,Betty,F,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50.49203,6.03801,74.03112434,HeadOffice
1544,Wallace,David,M,Trail,Meats Manager,Meats,Trail,Stores,34.36894057,2.297133308,19.17839314,Stores
1545,Royster,Lucile,F,Dawson Creek,Baker,Bakery,Dawson Creek,Stores,49.95116925,3.941160748,119.0327168,Stores
1546,Terpstra,Hassan,M,Courtenay,Processed Foods Manager,Processed Foods,Nanaimo,Stores,64.3230608,3.718960056,187.6991758,Stores
1547,Harding,Lois,F,Campbell River,Customer Service Manager,Customer Service,Nanaimo,Stores,71.19629116,4.719330904,224.1336676,Stores
1548,Russell,Marjorie,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,33.03522444,2.407511909,15.76722578,Stores
1549,Wilson,Ignacio,M,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,32.28762936,5.88427155,0,Stores
1550,James,Charles,M,Vancouver,Accounts Payable Clerk,Accounts Payable,Vancouver,FinanceAndAccounting,50.35583,9.7166332,52.41725143,HeadOffice
1551,Nealey,Joy,F,Port Coquitlam,Dairy Person,Dairy,Port Coquitlam,Stores,41.67195473,4.864372887,121.1646574,Stores
1552,Spencer,Cynthia,F,Iskut,Processed Foods Manager,Processed Foods,Terrace,Stores,30.06811493,6.479459278,0,Stores
1553,Ouimet,Wally,M,Black Point,Meat Cutter,Meats,Vernon,Stores,54.27061896,3.93836844,128.6456172,Stores
1554,Austin,Ronald,M,Victoria,Meat Cutter,Meats,Victoria,Stores,44.22842278,2.488781633,115.8145948,Stores
1555,Russell,Joan,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,31.93956989,3.968868942,18.73012832,Stores
1556,Mitchell,Daniel,M,Kaslo,Dairy Person,Dairy,Cranbrook,Stores,36.73271561,2.528923916,35.78949726,Stores
1557,Anderson,Douglas,M,Port Hardy,Dairy Person,Dairy,Nanaimo,Stores,48.49242201,0.890875965,87.67191586,Stores
1558,Duran,Margie,F,Cranbrook,Processed Foods Manager,Processed Foods,Cranbrook,Stores,39.3065906,4.882306905,44.0469685,Stores
1559,Roth,Stanley,M,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,35.86253,8.1403534,0,HeadOffice
1560,Magee,Kathleen,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,33.13455,13.551033,0,HeadOffice
1561,Wood,Katie,F,Richmond,Dairy Person,Dairy,Richmond,Stores,52.93223458,4.998280745,139.4244662,Stores
1562,Taylor,Michelle,F,Tumbler Ridge,Produce Manager,Produce,Fort St John,Stores,17.77210324,4.71272874,0,Stores
1563,Speed,Ruben,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,46.09097808,5.976342611,45.49974006,Stores
1564,Ramirez,Barbara,F,Willow Point,Produce Manager,Produce,Trail,Stores,48.458279,3.285172935,97.59513001,Stores
1565,Mecham,Thomas,M,Trail,Dairy Person,Dairy,Trail,Stores,60.10048711,1.605054936,134.8159738,Stores
1566,Dunn,Van,M,New Westminster,Auditor,Audit,Vancouver,FinanceAndAccounting,52.36731,6.5640736,104.3819258,HeadOffice
1567,Heid,Dana,F,Kelowna,Meat Cutter,Meats,Kelowna,Stores,36.32245855,6.246435116,37.67224816,Stores
1568,Edson,Elsie,F,Whistler,Produce Manager,Produce,Squamish,Stores,43.20182176,2.451549454,133.5033109,Stores
1569,Nimmons,John,M,Skookumchuck,Meat Cutter,Meats,Nanaimo,Stores,54.38113592,3.593300944,82.01906249,Stores
1570,Klein,Ida,F,Surrey,Dairy Person,Dairy,Surrey,Stores,42.82792744,4.887753036,77.23774024,Stores
1571,Gossett,Sandra,F,New Westminster,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,27.54275,3.937957,0,HeadOffice
1572,Sullivan,Nolan,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,43.21244309,6.879570324,114.4509883,Stores
1573,Gutierrez,Mitchell,M,Midway,Bakery Manager,Bakery,Trail,Stores,47.13477486,5.283380223,86.68123298,Stores
1574,Donohue,James,M,Midway,Dairy Person,Dairy,Trail,Stores,50.1787782,5.659582946,88.23736624,Stores
1575,Sousa,James,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,33.74960577,7.04589467,22.90134342,Stores
1576,Heroux,Elijah,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,34.02589406,2.814045513,59.66601999,Stores
1577,Hosier,Christopher,M,Mayne Island,Meat Cutter,Meats,Victoria,Stores,24.03949928,5.028375836,0,Stores
1578,Simpson,Charlotte,F,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,43.14849,2.217576,76.07563798,HeadOffice
1579,Thompson,Nicole,F,Vancouver,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,45.2326,11.941126,34.28924356,HeadOffice
1580,Aparicio,Cheryl,F,Fort St John,Bakery Manager,Bakery,Fort St John,Stores,36.54991941,3.699967343,22.39200199,Stores
1581,Dreyer,Steven,M,Whistler,Bakery Manager,Bakery,Squamish,Stores,47.47208218,7.83888848,58.26184527,Stores
1582,Brown,Mark,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,38.51063254,6.043433155,31.18648782,Stores
1583,Tindle,Brenda,F,Britannia Beach,Dairy Person,Dairy,Squamish,Stores,38.2823123,3.163242459,24.49712557,Stores
1584,Moore,Mary,F,Richmond,Dairy Person,Dairy,Richmond,Stores,48.73311766,4.415795764,99.50829797,Stores
1585,McDougle,Jewel,M,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,51.52067511,5.555116228,84.89864401,Stores
1586,Naylor,Mark,M,Victoria,Meat Cutter,Meats,Victoria,Stores,42.8343336,6.593772268,62.72179805,Stores
1587,Orr,Sharon,F,Mcbride,Meats Manager,Meats,Prince George,Stores,46.79068886,3.306681182,90.65651823,Stores
1588,Gutierrez,Sherman,M,Victoria,Meat Cutter,Meats,Victoria,Stores,36.73424671,5.391830988,5.734258443,Stores
1589,Duckworth,Lori,F,Ashcroft,Customer Service Manager,Customer Service,Kamloops,Stores,29.23211232,3.1444113,33.35784768,Stores
1590,Styles,Robert,M,Sparwood,Customer Service Manager,Customer Service,Cranbrook,Stores,41.52687284,3.164526743,47.2060541,Stores
1591,Green,Concepcion,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,40.92326246,6.277363229,69.60657604,Stores
1592,Clark,Maxine,F,Aldergrove,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,32.11606,1,0,HeadOffice
1593,Centeno,Carlos,M,Trail,Processed Foods Manager,Processed Foods,Trail,Stores,58.88939662,4.936829242,142.4361977,Stores
1594,Spurlock,Barbara,F,Burnaby,Accounting Clerk,Accounting,Vancouver,FinanceAndAccounting,36.15901,1,103.6878395,HeadOffice
1595,Barth,Blanche,F,Port Edward,Customer Service Manager,Customer Service,Terrace,Stores,49.47006472,5.46005327,97.73720071,Stores
1596,Davis,Steven,M,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,62.16749,4.9877938,148.7596883,HeadOffice
1597,Mann,Danny,M,Vancouver,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,50.89984,3.411514,113.9210127,HeadOffice
1598,Stephens,Annie,F,Surrey,Investment Analyst,Investment,Vancouver,FinanceAndAccounting,47.21607,1,158.0095958,HeadOffice
1599,Forbush,Michael,M,Surrey,Bakery Manager,Bakery,Surrey,Stores,35.45498804,5.677881319,0,Stores
1600,Wade,Dennis,M,Victoria,Meat Cutter,Meats,Victoria,Stores,23.7490071,4.747335836,0,Stores
1601,Strickland,Amelia,F,Surrey,Dairy Person,Dairy,Surrey,Stores,27.82595474,5.15236987,11.28358254,Stores
1602,Johnson,Karen,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,64.21139326,5.500300598,252.1935348,Stores
1603,Myers,Dorothy,F,Vancouver,Store Manager,Store Management,Vancouver,Stores,43.46001198,6.606748907,92.8500769,Stores
1604,Bolin,Elizabeth,F,Victoria,Dairy Person,Dairy,Victoria,Stores,29.81257159,3.42004528,9.716189432,Stores
1605,Foret,James,M,North Vancouver,Store Manager,Store Management,North Vancouver,Stores,35.32363054,5.017381705,0,Stores
1606,Brannum,Gertrude,F,Canal Flats,Dairy Person,Dairy,Cranbrook,Stores,42.21204521,3.281921958,39.46046537,Stores
1607,Fischer,Robert,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,52.64493698,3.719226996,106.5314936,Stores
1608,Toledo,Sue,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,57.56830351,4.419523622,137.6513291,Stores
1609,Ulloa,Benjamin,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38.20213694,5.815846175,0,Stores
1610,Jackson,Michael,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,26.92056055,2.444226309,0,Stores
1611,Kolodziej,Darron,M,Vancouver,Meats Manager,Meats,Vancouver,Stores,56.28341478,4.162559831,146.9058794,Stores
1612,Ridgeway,Tammy,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,57.07690599,4.572237539,143.0715644,Stores
1613,Dilday,Michael,M,Grand Forks,Store Manager,Store Management,Grand Forks,Stores,36.93262724,5.878971795,41.70783489,Stores
1614,Coleman,Eldon,M,Osoyoos,Dairy Person,Dairy,Kelowna,Stores,44.64226576,5.464911166,5.050380345,Stores
1615,Helms,Lisa,F,West Vancouver,Store Manager,Store Management,West Vancouver,Stores,31.48262484,2.932562922,23.40910406,Stores
1616,Fujita,Felicia,F,Surrey,Dairy Person,Dairy,Surrey,Stores,48.12294144,1.805860081,109.169773,Stores
1617,Senger,Linda,F,Victoria,Meat Cutter,Meats,Victoria,Stores,56.90848153,4.159893186,160.1006454,Stores
1618,Gupta,Betty,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,31.62154774,6.036987781,24.09034041,Stores
1619,Carson,Sheila,F,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,43.37365897,2.997712207,96.4341079,Stores
1620,Batts,Jessie,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,34.90059037,2.200603025,21.51754142,Stores
1621,Sippel,Charlotte,F,Victoria,Meat Cutter,Meats,Victoria,Stores,50.41721406,4.698172087,64.99179983,Stores
1622,Rivera,George,M,Prince George,Dairy Person,Dairy,Prince George,Stores,44.39595753,3.727231857,40.92043449,Stores
1623,Games,Joseph,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,36.9033031,2.733491426,36.96808278,Stores
1624,Ash,Margie,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,35.06585201,5.747477005,52.58132638,Stores
1625,Austin,Richard,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49.70338122,4.359698104,60.94427641,Stores
1626,Coffman,Kyle,M,Victoria,Dairy Person,Dairy,Victoria,Stores,46.74495644,5.703258269,72.29406456,Stores
1627,Colgan,Mayola,F,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,Stores,50.22507404,5.373331279,124.0014847,Stores
1628,Replogle,Rosetta,F,Wells,Meat Cutter,Meats,Kamloops,Stores,34.22408942,3.983682024,4.152730152,Stores
1629,Davis,Michael,M,Aldergrove,Meat Cutter,Meats,Aldergrove,Stores,25.7835182,4.51804343,0,Stores
1630,Moore,Rene,M,White Rock,Cashier,Customer Service,White Rock,Stores,31.72819177,7.146326768,0,Stores
1631,Lee,Cindy,F,Vancouver,Customer Service Manager,Customer Service,Vancouver,Stores,51.74706575,5.139934146,171.5987945,Stores
1632,Jones,Eileen,F,Prince George,Produce Manager,Produce,Prince George,Stores,34.6081338,4.807169007,50.03448535,Stores
1633,Crabtree,Lillian,F,Parksville,Meat Cutter,Meats,Nanaimo,Stores,24.85459115,1.020184328,0,Stores
1634,England,Kathy,F,Burnaby,Meats Manager,Meats,Burnaby,Stores,29.17007483,5.36351192,0,Stores
1635,Jaquez,Judith,F,Prince George,Dairy Person,Dairy,Prince George,Stores,30.9129059,5.092855834,44.21638699,Stores
1636,Sanchez,Raymond,M,Burnaby,Produce Manager,Produce,Burnaby,Stores,28.4036106,3.822796888,3.975308439,Stores
1637,Benton,Tina,F,Surrey,Dairy Person,Dairy,Surrey,Stores,13.94036223,5.015194604,0,Stores
1638,Hogan,Donnie,F,Vancouver,Store Manager,Store Management,Vancouver,Stores,47.24782143,3.358620955,109.4073619,Stores
1639,McCall,Gabriel,M,Victoria,Dairy Person,Dairy,Victoria,Stores,32.57308559,2.515101624,1.80623103,Stores
1640,Stalcup,Nathan,M,Peachland,Meat Cutter,Meats,Kelowna,Stores,45.72044444,3.912840237,48.15769642,Stores
1641,Vasquez,Donald,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,32.72423345,4.064697364,0,Stores
1642,Ramirez,Frank,M,Abbotsford,Store Manager,Store Management,Abbotsford,Stores,33.06148858,4.460386852,0,Stores
1643,Frampton,Vanessa,F,Prince George,Bakery Manager,Bakery,Prince George,Stores,24.07721572,6.544193173,0,Stores
1644,Johnson,Sam,M,Squamish,Dairy Person,Dairy,Squamish,Stores,38.50726137,5.56866866,0,Stores
1645,Rodriguez,Frank,M,New Westminster,Meats Manager,Meats,New Westminster,Stores,46.93480436,5.820855892,90.68451645,Stores
1646,Ceja,Joseph,M,Summerland,Dairy Person,Dairy,Kelowna,Stores,49.87218685,4.814959439,81.88877394,Stores
1647,Watson,John,M,Prince George,Dairy Person,Dairy,Prince George,Stores,46.15324021,3.659387279,71.09417357,Stores
1648,Stanley,Edythe,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48.22414735,3.492855847,113.9517755,Stores
1649,Hake,Thomas,M,Wildwood,Meat Cutter,Meats,Nanaimo,Stores,38.65027202,5.575493321,31.28151384,Stores
1650,Murillo,Tesha,F,Victoria,Meat Cutter,Meats,Victoria,Stores,43.26056437,0.963442779,77.77028695,Stores
1651,Barnes,Edna,F,New Westminster,Produce Manager,Produce,New Westminster,Stores,40.27677233,4.828630895,55.97125867,Stores
1652,Craig,Nicholas,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,42.90943375,3.61765488,18.33926562,Stores
1653,Peters,Dorla,F,Mackenzie,Processed Foods Manager,Processed Foods,Prince George,Stores,21.73940469,4.10274053,0,Stores
1654,Abbott,George,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,38.10977405,6.466156286,0,Stores
1655,Levi,Rebecca,F,Cranbrook,Meat Cutter,Meats,Cranbrook,Stores,31.77625212,8.11038862,14.19276719,Stores
1656,Nelson,Theresa,F,Vancouver,Meats Manager,Meats,Vancouver,Stores,43.8082216,4.346292908,94.99816846,Stores
1657,Herr,Catherine,F,Nelson,Meat Cutter,Meats,Nelson,Stores,39.37750843,7.534725744,76.91674531,Stores
1658,Sorg,James,M,New Westminster,Bakery Manager,Bakery,New Westminster,Stores,33.22422715,3.68958515,5.390018108,Stores
1659,McDowell,Tamara,F,Pitt Meadows,Cashier,Customer Service,Pitt Meadows,Stores,31.71955135,8.650416151,27.57108643,Stores
1660,Reed,Brenda,F,New Westminister,Dairy Person,Dairy,New Westminister,Stores,52.25198121,3.950159593,76.12277322,Stores
1661,Gustin,Mitchell,M,Whistler,Dairy Person,Dairy,Squamish,Stores,38.63558185,4.487209437,15.22482778,Stores
1662,Smith,Jeremiah,M,Trail,Customer Service Manager,Customer Service,Trail,Stores,57.46474149,3.419576584,130.3148975,Stores
1663,Hoefer,Helen,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,33.32168971,5.135296485,38.03830304,Stores
1664,Dry,Denise,F,Vancouver,Produce Manager,Produce,Vancouver,Stores,27.48168198,2.436426376,0,Stores
1665,Miller,Jason,M,Salmon Arm,Meat Cutter,Meats,Kamloops,Stores,42.05274278,4.991987932,11.49791499,Stores
1666,Barry,Maribel,F,Victoria,Dairy Person,Dairy,Victoria,Stores,41.02080897,6.832054224,82.85669968,Stores
1667,Hershberger,Ella,F,West Vancouver,Dairy Person,Dairy,West Vancouver,Stores,51.41353593,2.29935691,128.3501904,Stores
1668,Lee,Lynn,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52.45630168,2.921349573,158.348821,Stores
1669,Sanders,Sofia,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,24.82695949,3.815955846,0,Stores
1670,Delgado,Ronald,M,Port Alice,Meat Cutter,Meats,Nanaimo,Stores,55.75117353,6.376699054,103.8661647,Stores
1671,Specht,Adam,M,Dragon Lake,Bakery Manager,Bakery,Quesnel,Stores,50.1131403,0.83029316,69.423909,Stores
1672,Eckert,Tiffany,F,Aldergrove,Store Manager,Store Management,Aldergrove,Stores,43.56235916,2.893892605,63.88600906,Stores
1673,Simpson,Eva,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,26.01890165,4.297918661,0,Stores
1674,Manning,Kim,F,New Westminster,Processed Foods Manager,Processed Foods,New Westminster,Stores,31.3628561,5.984736312,0.379013798,Stores
1675,Negron,Gerardo,M,Duncan,Cashier,Customer Service,Quesnel,Stores,31.64907473,5.764774117,0,Stores
1676,Finn,Clarence,M,Hazelton,Dairy Person,Dairy,Terrace,Stores,64.74743075,6.276745821,143.1442849,Stores
1677,Taylor,Melissa,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,48.63047508,2.894175421,114.1590102,Stores
1678,Ponce,Kimberly,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,47.13065759,6.923995483,98.79784712,Stores
1679,Lawrence,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,43.84557132,6.184248734,58.7567821,Stores
1680,McDonald,Tara,F,Iskut,Meat Cutter,Meats,Terrace,Stores,49.61313753,5.321750298,119.8580698,Stores
1681,Sims,Ronald,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,56.44392203,7.581689241,124.2468787,Stores
1682,Lee,Noe,M,Logan Lake,Meat Cutter,Meats,Kamloops,Stores,42.74685126,8.043522521,42.0864747,Stores
1683,Brooks,Mark,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,53.73202175,6.400085013,127.9252719,Stores
1684,Wall,Carol,F,Vancouver,Processed Foods Manager,Processed Foods,Vancouver,Stores,34.47032056,2.719517208,62.84446425,Stores
1685,Walls,John,M,Port Renfrew,Dairy Person,Dairy,Victoria,Stores,33.75596712,1.828499112,9.054959508,Stores
